# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr  1 18:53:37 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-436 c,Kepler-436,0,1,2,16.79713874000,0.00008561000,-0.00008561000,0,0.1145200000,0.0010700000,-0.0010700000,0,2.18200000,0.13000000,-0.13000000,0,0.19466534,0.01159784,-0.01159784,0,,,,,,,,,,,,,,,,,,4734.00,60.00,-60.00,0,0.655000,0.028000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.86700000,15.68700000,-14.90700000,15.8616000,0.0007120,-0.0007120
Kepler-437 b,Kepler-437,0,1,1,66.65054820000,0.00039330000,-0.00039330000,0,0.2737000000,,,0,1.37000000,0.12000000,-0.13000000,0,0.12222342,0.01070570,-0.01159784,0,,,,,,,,,,0.000000,,,0,294.00,,,0,4427.00,133.00,-129.00,0,0.622000,0.056000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,0,1,1,66.65045210000,0.00039510000,-0.00039510000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,1,1,1,66.65062000000,0.00033000000,-0.00032000000,0,0.2880000000,0.0660000000,-0.0400000000,0,2.14000000,0.22000000,-0.17000000,0,0.19000000,0.02000000,-0.02000000,0,,,,,,,,,,0.020000,0.080000,-0.020000,-1,,,,,4551.00,100.00,-100.00,0,0.680000,0.026000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,0,1,1,66.65054820000,0.00039330000,-0.00039330000,0,0.2737000000,,,0,1.37000000,0.12000000,-0.13000000,0,0.12222342,0.01070570,-0.01159784,0,,,,,,,,,,0.000000,,,0,294.00,,,0,4427.00,133.00,-129.00,0,0.622000,0.056000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,0,1,1,66.65045210000,0.00039510000,-0.00039510000,0,0.2875000000,,,0,1.56000000,0.07000000,-0.07000000,0,0.13917412,0.00624499,-0.00624499,0,,,,,,,,,,0.000000,,,0,308.00,,,0,4550.00,81.00,-81.00,0,0.679000,0.033000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,0,1,1,66.65056819000,0.00000463000,-0.00000463000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,0,1,1,66.65054820000,0.00039330000,-0.00039330000,0,,,,,1.50000000,0.07000000,-0.07000000,0,0.13382104,0.00624498,-0.00624498,0,,,,,,,,,,,,,,,,,,4570.00,73.99,-63.10,0,0.690000,0.015000,-0.016000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-437 b,Kepler-437,0,1,1,66.65054820000,0.00039330000,-0.00039330000,0,0.2737000000,,,0,1.37000000,0.12000000,-0.13000000,0,0.12222342,0.01070570,-0.01159784,0,,,,,,,,,,0.000000,,,0,294.00,,,0,4427.00,133.00,-129.00,0,0.622000,0.056000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,,,14.3622000,0.0014370,-0.0014370
Kepler-438 b,Kepler-438,0,1,1,35.23318000000,0.00023290000,-0.00023290000,0,0.1648000000,,,0,0.98000000,0.14000000,-0.11000000,0,0.08742989,0.01248998,-0.00981356,0,,,,,,,,,,0.000000,,,0,273.00,,,0,3688.00,73.00,-50.00,0,0.463000,0.070000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23318000000,0.00023290000,-0.00023290000,0,0.1648000000,,,0,0.98000000,0.14000000,-0.11000000,0,0.08742989,0.01248998,-0.00981356,0,,,,,,,,,,0.000000,,,0,273.00,,,0,3688.00,73.00,-50.00,0,0.463000,0.070000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,1,1,1,35.23319000000,0.00025000000,-0.00029000000,0,0.1660000000,0.0510000000,-0.0420000000,0,1.12000000,0.16000000,-0.17000000,0,0.10000000,0.01000000,-0.02000000,0,,,,,,,,,,0.030000,0.100000,-0.030000,-1,,,,,3748.00,112.00,-112.00,0,0.520000,0.038000,-0.061000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23306940000,0.00027050000,-0.00027050000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,3747.00,157.00,-157.00,0,0.658853,0.021906,-0.021906,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23318000000,0.00023290000,-0.00023290000,0,,,,,1.13000000,0.25000000,-0.10000000,0,0.10081185,0.02230351,-0.00892140,0,,,,,,,,,,,,,,,,,,3837.00,42.12,-46.51,0,0.540000,0.022000,-0.032000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23319290050,0.00030201020,-0.00030201020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747.00,157.00,-157.00,0,0.658853,0.021906,-0.021906,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23301880000,0.00022700000,-0.00022400000,0,,,,,1.01000000,0.17000000,-0.16000000,0,0.09010616,0.01516638,-0.01427424,0,,,,,,,,,,,,,,,,,,3747.00,157.00,-157.00,0,0.658853,0.021906,-0.021906,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23318000000,0.00023290000,-0.00023290000,0,0.1648000000,,,0,0.98000000,0.14000000,-0.11000000,0,0.08742989,0.01248998,-0.00981356,0,,,,,,,,,,0.000000,,,0,273.00,,,0,3688.00,73.00,-50.00,0,0.463000,0.070000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23269936000,0.00001238000,-0.00001238000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747.00,157.00,-157.00,0,0.658853,0.021906,-0.021906,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-438 b,Kepler-438,0,1,1,35.23306940000,0.00027050000,-0.00027050000,0,0.1729000000,,,0,0.97000000,0.06000000,-0.07000000,0,0.08653775,0.00535285,-0.00624499,0,,,,,,,,,,0.000000,,,0,288.00,,,0,3749.00,75.00,-84.00,0,0.524000,0.033000,-0.037000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,14.4852000,0.0012580,-0.0012580
Kepler-439 b,Kepler-439,0,1,1,178.13886121000,0.00002377000,-0.00002377000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476.00,122.00,-122.00,0,0.947079,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.14107439500,0.00056734280,-0.00056734280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476.00,122.00,-122.00,0,0.947079,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.14045600000,0.00187300000,-0.00187300000,0,0.5886000000,,,0,2.33000000,0.83000000,-0.17000000,0,0.20786903,0.07404777,-0.01516641,0,,,,,,,,,,0.000000,,,0,284.00,,,0,5592.00,155.00,-141.00,0,0.782000,0.277000,-0.058000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,,,,,,,,,2.36900000,0.16300000,-0.12300000,0,0.21134802,0.01454189,-0.01097333,0,,,,,,,,,,,,,,,,,,5498.00,110.00,-110.00,0,0.927000,0.042000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,1,1,1,178.13960000000,0.00160000000,-0.00180000000,0,0.5630000000,0.1650000000,-0.0800000000,0,2.24000000,0.16000000,-0.45000000,0,0.20000000,0.01000000,-0.04000000,0,,,,,,,,,,0.030000,0.080000,-0.030000,-1,,,,,5431.00,100.00,-100.00,0,0.866000,0.076000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.13880000000,0.00150000000,-0.00130000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476.00,122.00,-122.00,0,0.947079,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.13907200000,0.00189700000,-0.00189700000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,5476.00,122.00,-122.00,0,0.947079,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.14045600000,0.00187300000,-0.00187300000,0,0.5886000000,,,0,2.33000000,0.83000000,-0.17000000,0,0.20786903,0.07404777,-0.01516641,0,,,,,,,,,,0.000000,,,0,284.00,,,0,5592.00,155.00,-141.00,0,0.782000,0.277000,-0.058000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.14045600000,0.00187300000,-0.00187300000,0,0.5886000000,,,0,2.33000000,0.83000000,-0.17000000,0,0.20786903,0.07404777,-0.01516641,0,,,,,,,,,,0.000000,,,0,284.00,,,0,5592.00,155.00,-141.00,0,0.782000,0.277000,-0.058000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.14045600000,0.00187300000,-0.00187300000,0,,,,,2.61000000,0.44000000,-0.20000000,0,0.23284860,0.03925417,-0.01784280,0,,,,,,,,,,,,,,,,,,5512.00,67.62,-53.96,0,0.890000,0.043000,-0.035000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.14045600000,0.00187300000,-0.00187300000,0,0.6075600000,0.0069200000,-0.0069200000,0,2.71900000,0.32000000,-0.32000000,0,0.24257335,0.02854854,-0.02854854,0,,,,,,,,,,,,,,,,,,5498.00,60.00,-60.00,0,0.913000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-439 b,Kepler-439,0,1,1,178.13907200000,0.00189700000,-0.00189700000,0,0.5948000000,,,0,2.25000000,0.22000000,-0.16000000,0,0.20073190,0.01962712,-0.01427427,0,,,,,,,,,,0.000000,,,0,291.00,,,0,5431.00,81.00,-81.00,0,0.879000,0.086000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.04800000,11.48800000,-11.15500000,14.5454000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24673265100,0.00000040600,-0.00000040600,0,0.0442000000,,,0,12.71000000,1.05000000,-1.00000000,0,1.13391220,0.09367489,-0.08921418,0,,,,,,,,,,0.000000,,,0,1460.00,,,0,5763.00,101.00,-115.00,0,1.457000,0.120000,-0.115000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24673149600,0.00000032530,-0.00000032530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757.00,134.00,-134.00,0,1.499590,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24674000000,0.00001800000,-0.00001800000,0,0.0455000000,0.0013000000,-0.0013000000,0,13.90000000,0.78000000,-0.78000000,0,1.24000000,0.07000000,-0.07000000,0,324.17000000,22.25000000,-22.25000000,0,1.02000000,0.07000000,-0.07000000,0,Mass,0.021000,,,1,1603.00,51.00,-51.00,0,5757.00,134.00,-134.00,0,1.520000,0.090000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,1,1,1,3.24672930000,0.00000300000,-0.00000300000,0,0.0446000000,0.0011000000,-0.0011000000,0,12.22000000,0.78000000,-0.78000000,0,1.09000000,0.07000000,-0.07000000,0,317.82000000,31.78000000,-31.78000000,0,1.00000000,0.10000000,-0.10000000,0,Mass,0.066000,,,1,1544.00,47.00,-47.00,0,5800.00,100.00,-100.00,0,1.350000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24673200000,0.00000160000,-0.00000160000,0,0.0400000000,,,0,7.10000000,4.20000000,-4.20000000,0,0.63342066,0.37469955,-0.37469955,0,,,,,,,,,,0.000000,,,0,1118.00,,,0,5442.00,88.00,-88.00,0,0.870000,0.520000,-0.520000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,,,,,,,,,12.61500000,0.68000000,-0.65200000,0,1.12543492,0.06066554,-0.05816754,0,,,,,,,,,,,,,,,,,,5757.00,115.00,-115.00,0,1.483000,0.079000,-0.075000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.25096567932,0.00144256170,-0.00144256170,0,,,,,12.82971612,2.35346840,-2.35346840,0,1.14459258,0.20996275,-0.20996275,0,,,,,,,,,,,,,,1493.28,,,0,5757.00,134.00,-134.00,0,1.499590,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24673265100,0.00000040600,-0.00000040600,0,0.0442000000,,,0,12.71000000,1.05000000,-1.00000000,0,1.13391220,0.09367489,-0.08921418,0,,,,,,,,,,0.000000,,,0,1460.00,,,0,5763.00,101.00,-115.00,0,1.457000,0.120000,-0.115000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24673204800,0.00000039400,-0.00000039400,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,5757.00,134.00,-134.00,0,1.499590,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
Kepler-44 b,Kepler-44,0,1,1,3.24673265100,0.00000040600,-0.00000040600,0,,,,,12.63000000,1.03000000,-0.90000000,0,1.12677313,0.09189045,-0.08029262,0,,,,,,,,,,,,,,,,,,5782.00,94.69,-95.52,0,1.450000,0.118000,-0.102000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.00000000,32.64500000,-32.64500000,14.6901000,0.0002840,-0.0002840
